id,callsign,flightNumber,originIcao,destinationIcao,alternateIcao,atcRoute,aircraftTitle,aircraftDirectory,aircraftRegistration,aircraftIcao,aircraftCategory,distance_travelled_km,state,offBlocksTime,onBlocksTime,realBlockTime,effectiveBlockTime,realFlightTime,effectiveFlightTime,fuelBurn,plannedBlockTime,plannedFlightTime,plannedPax,plannedCargo,plannedAltitude,createdAt,dateTimeParseDate,dateTimeParseTime,dateDayOfWeek,dateTimeParseFull,countryOrigin,muniOrigin,countryDestination,muniDestination,DOWactivity,originIata,destinationIata
1d2191c4-f69e-4af6-ab74-854f3993890d,JST847,JQ847,YMHB,YMML,YPAD,LATUM2 LATUM H111 LT H215 WAREN WARE7V,Airbus A321neo JetStar (VH-OFP),aircrafta321neopw,VH-OFP,A21N,Medium,663.634369,Completed,2023-04-06T22:40:44.309,2023-04-06T23:48:59.308,4094.999,4094.999,3547,3547,2100.97792,5700,4093,189,8424,36000,2023-04-06T22:37:37.22186,07/04/2023,09:37:37,Fri,07/04/2023 09:37:37,AU,Hobart,AU,Melbourne,W,HBA,MEL
44b6a41c-8096-4db0-9f31-1d404bde9598,QTR461,QR461,OTHH,VABB,VAOZ,NAML1E NAMLA N300 NOLSU P307 SETSI N881 RASKI L301 KARKU DCT EXOLU POKO2A,Boeing 777-300ER Qatar,CS_B777-300ER_GE115B,A7-BAW,B77W,Heavy,2488.89557,Completed,2023-04-29T09:18:57.759,2023-04-29T10:58:52.746,5994.987,5994.987,5328.971,5328.971,20426.0603,11400,9473,305,23609,36000,2023-04-29T09:11:53.0773,29/04/2023,20:11:53,Sat,29/04/2023 20:11:53,QA,Doha,IN,Mumbai,F,DOH,BOM
75db89c6-7ada-4123-af18-28cc5d98413d,CTV318,QV318,WAJJ,WARR,WADD,DCT TISTO W68 AMN W53 MKS W32 KASOL W32N KOLTA KOLT1E,Airbus A320 Neo CITILINK50TH,FlyByWire_A320_NEO,PK-GTF,A20N,Medium,3303.15359,Completed,2022-07-23T22:01:00.155,2022-07-24T01:44:37.156,13417.001,13417.001,12794.999,12794.999,8237.99468,16800,14931,110,8744,35000,2022-07-23T21:56:47.367929,24/07/2022,08:56:47,Sun,24/07/2022 08:56:47,ID,Sentani,ID,Surabaya,F,DJJ,SUB
c932fd17-8a47-4b1b-9c45-f0f684b24da8,VPBRT,VPBRT,LOWW,EDDS,EDDF,ODSU2D SOVIL DCT SITNI DCT BAGSI DCT MATIG DCT TITIG Z79 RIDAR L173 DODIL T127 TEKSI TEKS1W,PMDG 737-700BBJ VP-BRT,PMDG 737-700,VP-BRT,B737,Medium,599.399807,Completed,2022-05-25T11:56:08.481,2022-05-25T13:03:06.476,4017.995,4017.995,3587.998,3587.998,2494.74884,5700,3780,117,7759,34000,2022-05-25T11:52:00.319881,25/05/2022,22:52:00,Wed,25/05/2022 22:52:00,AT,Vienna,DE,Stuttgart,M,VIE,STR
73ebe36f-7d23-4303-8cec-8eaeeadd30a2,ANZ571,NZ571,NZQN,YMML,YSSY,IPNO3A ADKOS P753 WAREN WARE7M,Airbus A321Neo Air New Zealand,aircrafta321neopw,ZK-NNA,A21N,Medium,2210.89473,Completed,2023-04-08T19:50:44.128,2023-04-08T22:51:00.128,10816,10816,10258.992,10258.992,5540.37778,13500,10763,207,5175,35000,2023-04-08T19:48:11.748986,09/04/2023,06:48:11,Sun,09/04/2023 06:48:11,NZ,Queenstown,AU,Melbourne,F,ZQN,MEL
43f2bf78-308b-4b88-a4a2-f256eeb6a2ef,EJA92K,1I92K,RJFU,RCKH,RCTP,WEST6 CARCO V40 FUE Z40 IGMON A1 APU B1 ANLOT W4 TNN TNN1M,PMDG 737-800BBJ2 Netjets (N127QS | 2010 | SSW),PMDG 737-800BBJ2,N127QS,BBJ2,Medium,1581.0036,Completed,2022-09-10T21:14:50.135,2022-09-10T23:41:19.125,8788.99,8788.99,8317.999,8317.999,5272.90396,9900,8086,24,2599,38000,2022-09-10T21:09:11.82054,11/09/2022,08:09:11,Sun,11/09/2022 08:09:11,JP,Nagasaki,TW,Kaohsiung (Xiaogang),F,NGS,KHH
5100704a-7f73-43c5-96d7-d673b94e8c4b,PHENIX73,FAF73,SKBO,TJSJ,TIST,OSUS1R GIKPU UW10 YACAR DCT EJA UG444 UBLAX DCT AMBAS UL335 SCAPA JOSHE3,Airbus A330-900neo ARMEE DE L´AIR 042,Headwind_A330neo,F-UJCJ,A339,Heavy,1937.67015,Completed,2022-10-06T20:04:33.551,2022-10-06T22:39:07.552,9274.001,9274.001,8803.999,8803.999,12267.1437,10200,8638,100,10000,35000,2022-10-06T20:00:22.81336,07/10/2022,07:00:22,Fri,07/10/2022 07:00:22,CO,Bogota,PR,San Juan,M,BOG,SJU
4409226e-351d-4c9a-a1a7-f864b3a15867,BAW61K,BA21K,EGLL,LKPR,EDDP,DET2F DET L6 DVR UL9 KONAN UL607 KOK DCT MATUG DCT GUBAX DCT KOMIB DCT TONSU Z35 ODOMO DCT LOMKI LOMK7S,Airbus A32NX British Airways,FlyByWire_A320_NEO,G-TTNA,A20N,Medium,1160.58196,Completed,2022-07-09T10:44:36.731,2022-07-09T12:24:32.73,5995.999,5995.999,5543.002,5543.002,3380.51183,7200,5368,157,7499,36000,2022-07-09T10:41:27.028764,09/07/2022,21:41:27,Sat,09/07/2022 21:41:27,GB,London,CZ,Prague,H,LHR,PRG
23b3b4fb-0c3a-4a60-b35f-08ce7c871ea6,QFA190,QF190,YPAD,YSSY,YSTW,PANKI3 PANKI H247 CULIN Y59 RIVET RIVET3,Airbus A321Neo Qantas airways,aircrafta321neopw,,A21N,Medium,1249.96575,Completed,2022-10-30T20:05:00.479,2022-10-30T21:34:04.478,5343.999,5343.999,4910.001,4910.001,2992.89491,7500,5009,174,6350,36000,2022-10-30T19:54:26.178255,31/10/2022,06:54:26,Mon,31/10/2022 06:54:26,AU,Adelaide,AU,Sydney,H,ADL,SYD
f9cc294b-7bd9-4952-8942-d14a1e20146a,P4MIS,None,LLBG,LGIR,LGAV,SUVA1F SUVAS L53 STEPA M1 KAVOS UM1 SIT SIT2B,Private ACJ319 CFM,A319ceoCFM_acj,P4-MIS,A319,Medium,989.614601,Completed,2022-10-23T05:06:52.146,2022-10-23T06:31:47.146,5095,5095,4795,4795,2446.00655,7800,5137,20,499,37000,2022-10-23T05:02:39.524306,23/10/2022,16:02:39,Sun,23/10/2022 16:02:39,IL,Tel Aviv,GR,Heraklion,H,TLV,HER
8932f856-dbb4-43ee-a60c-3ced1968b95a,AAL708,AA708,KMIA,MMUN,MMMD,DCT LULLS Y196 CANOA UB879 NOSAT NOSA1B,PMDG 737-800 American Astrojet (N905NN - 2017),PMDG 737-800,N905NN,B738,Medium,922.037088,Completed,2022-09-01T11:22:23.434,2022-09-01T12:47:48.433,5124.999,5124.999,4727,4727,3720.1811,6900,4982,135,8868,34000,2022-09-01T11:20:17.818676,01/09/2022,22:20:17,Thu,01/09/2022 22:20:17,US,Miami,MX,Ciudad de Cancún,M,MIA,CUN
26854d3b-116f-4924-a99c-a018409fcc8b,SAM84,MM84,EPLK,EEEI,EFHK,DCT POLON N133 BIBKA DCT IPLIT B74 TIGNU N619 RONUS DCT SULUN DCT,PMDG 737-700BBJ USAF (50730),PMDG 737-700BBJ,USAF,B737,Medium,1035.05323,Completed,2023-03-16T08:39:57.464,2023-03-16T10:09:26.466,5369.002,5369.002,4939,4939,3320.45948,6900,5520,20,2499,39000,2023-03-16T08:32:00.955885,16/03/2023,19:32:00,Thu,16/03/2023 19:32:00,PL,0,EE,Keila,W,0,0
5aa37165-d12b-4d8b-a6f3-a52f927923f1,ELY477,LY477,HECA,LLBG,LLER,DCT LONIR V606 ELIGI DCT,,,4X-EDA,B78X,Heavy,484.894963,Completed,2022-08-24T10:01:15.907,2022-08-24T10:55:07.896,3231.989,3231.989,2582.001,2582.001,3248.75818,4500,2602,0,45000,29000,2022-08-24T09:58:24.323811,24/08/2022,20:58:24,Wed,24/08/2022 20:58:24,EG,Cairo,IL,Tel Aviv,U,CAI,TLV
84625dfc-e4ea-4053-ae50-87522164cd25,MXD744,OD744,WMKK,WBSB,WBGR,KIMA1H KIMAT Y344 VPK M758 OLKIT M759 BRU DCT,PMDG 737-800 Malindo Air (9M-LCR),PMDG 737-800,9M-LNP,B738,Medium,1583.49175,Completed,2022-09-27T01:41:26.645,2022-09-27T03:52:22.632,7855.987,7855.987,7451.999,7451.999,5747.96044,9300,7889,110,5744,36000,2022-09-27T01:37:52.802047,27/09/2022,12:37:52,Tue,27/09/2022 12:37:52,MY,Sepang,BN,Bandar Seri Begawan,U,KUL,BWN
0bb9e2d0-de24-4e0e-9c1e-b5f87454f6a6,N755SB,None,ROAH,RJGG,RJBB,ESKOB1 AMAMI Y574 SHIBK Y57 YULIA Y575 ALBAT Y755 CARDS CARDSS,Boeing 777-200ER All Nippon Airways JA8968,CS_B777-200ER_GE90B,JA8968,B772,Heavy,1417.08256,Completed,2022-08-16T21:11:06.24,2022-08-16T23:06:39.238,6932.998,6932.998,6551.999,6551.999,10840.7309,7800,6450,0,55000,35000,2022-08-16T21:11:06.562951,17/08/2022,08:11:06,Wed,17/08/2022 08:11:06,JP,Naha,JP,Tokoname,U,OKA,NGO
314a77d0-b7e1-4e86-94ee-f6a3c307c858,CYGNUS27,,VVTS,WSSS,WMKM,LATH2D NIXUP L643 CN L642 ESPOB Q801 ESBUM Q802 ELALO ELAL1B,FBW Airbus A320 Neo ROKAF KC-330,FlyByWire_A320_NEO,19001,A20N,Medium,1187.15482,Completed,2022-09-28T03:04:10.453,2022-09-28T04:45:43.452,6092.999,6092.999,5723.001,5723.001,3208.37147,7800,5713,80,6996,38000,2022-09-28T02:48:17.478309,28/09/2022,13:48:17,Wed,28/09/2022 13:48:17,VN,Ho Chi Minh City,SG,Singapore,U,SGN,SIN
9f352446-2388-4748-9b1d-dc4076bc10d8,QTR1184,QR,OTHH,OEJN,OETF,SALW1E SALWA M430 KIA G782 VEMEM VEME1N,Airbus A330-900neo QATAR AIRWAYS New Livery,Headwind_A330neo,A7-ACA,A339,Heavy,1537.76273,Completed,2022-05-27T11:36:13.1,2022-05-27T13:47:34.091,7880.991,7880.991,7211,7211,12871.0142,9300,7424,280,20975,36000,2022-05-27T11:32:50.981608,27/05/2022,22:32:50,Fri,27/05/2022 22:32:50,QA,Doha,SA,Jeddah,W,DOH,JED
504aba54-f9cb-4323-b174-a79407c55031,WAZ829,5W829,OMAA,OKBK,ORMM,DAXI1G DAXIB P553 UKUVO G462 TUMAK M600 KUMBO A453 DEBTI DEBT2C,Airbus A321neo Wizz Air Abu Dhabi A6-WZC,aircrafta321neopw,A6-WZC,A21N,Medium,947.138304,Completed,2023-02-15T02:37:15.936,2023-02-15T04:11:26.937,5651.001,5651.001,5197.001,5197.001,2918.29682,6900,5451,198,7713,36000,2023-02-15T02:31:00.293564,15/02/2023,13:31:00,Wed,15/02/2023 13:31:00,AE,Abu Dhabi,KW,Kuwait City,H,AUH,KWI
0821f6ec-753a-4b8a-87c4-7980153309a8,UAL740,UA740,KDEN,KSFO,KSMF,COORZ6 VOAXA Q136 RUMPS DCT OAL DCT INYOE DYAMD5,Boeing 787-8 United Airlines (New - 2019),Kuro_B787_8,N20904,B788,Heavy,1583.81647,Completed,2023-02-11T20:09:58.799,2023-02-11T21:51:31.797,6077.0037,6077.0037,5686.0077,5686.0077,10413.3496,10200,7536,0,38000,40000,2023-02-11T20:07:27.35624,12/02/2023,07:07:27,Sun,12/02/2023 07:07:27,US,Denver,US,San Francisco,H,DEN,SFO
49bbc751-56ba-41a4-a9dd-a4cfb5d15ef8,QFA812,QF812,YSSY,YPAD,YMAV,KADOM1 KADOM H44 MAXEM Q60 BLACK SURGN3,PMDG 737-700 Qantas Airways (VH-VYZ | 2016),PMDG 737-700,VH-VYZ,B737,Medium,1224.60445,Completed,2022-07-24T21:30:58.303,2022-07-24T23:37:26.302,7587.999,7587.999,6855.001,6855.001,4875.29748,8700,7098,101,7520,36000,2022-07-24T21:26:32.943764,25/07/2022,08:26:32,Mon,25/07/2022 08:26:32,AU,Sydney,AU,Adelaide,U,SYD,ADL
23a7f58d-e5aa-44f5-9ddb-bd11a7a4be94,UAL42,UA42,KORD,KDEN,KCOS,DCT OLINN DCT OREOS DCT OBENE DCT OGALE DCT OBH DCT BRWRY LAWGR2,Boeing 767-400ER United Airlines 2019,CS_B767-400ER_CF6,N658UA,B764,Heavy,1507.53626,Completed,2022-07-17T21:48:46.409,2022-07-18T00:01:07.408,7940.999,7940.999,7149,7149,7026.15067,9900,7052,0,43000,32000,2022-07-17T21:44:30.63758,18/07/2022,08:44:30,Mon,18/07/2022 08:44:30,US,Chicago,US,Denver,U,ORD,DEN
265f78a8-550c-49a1-bcd7-dda172851177,QFA429,QF429,YBBN,YMML,YMAV,SANEG1 SANEG Q923 CANTY H119 ML DCT,PMDG 737-800 Qantas [VH-XZP | Retro Roo I],PMDG 737-800,VH-XZP,B737,Medium,1472.85085,Completed,2022-09-16T20:30:25.092,2022-09-16T22:45:06.083,8080.991,8080.991,7442.998,7442.998,5693.37077,9300,7996,130,6243,35000,2022-09-16T20:25:30.003691,17/09/2022,07:25:30,Sat,17/09/2022 07:25:30,AU,Brisbane,AU,Melbourne,W,BNE,MEL
ac861e78-fdb8-407b-9af6-9b7e26e4aac7,LOT714,LO714,EPWA,LOWW,LHBP,EVIN7G EVINA N744 TUSIN M984 MIKOV MIKO7W,PMDG 737-700 SP-LWB,PMDG 737-700,SP-LWB,B737,Medium,677.688854,Completed,2022-07-16T08:33:58.748,2022-07-16T09:36:49.748,3771,3771,3046,3046,3080.88093,5400,3970,115,7917,37000,2022-07-16T08:29:44.283686,16/07/2022,19:29:44,Sat,16/07/2022 19:29:44,PL,Warsaw,AT,Vienna,H,WAW,VIE
38736e66-821e-414f-b0aa-51ee15fc3b94,N713SB,None,WADD,WSSS,WMKD,SRON1A SRONO DCT UDONO M635 SURGA SURG1B,Boeing 777-300ER Garuda Retro,CS_B777-300ER_GE115B,PK-GIK,B773,Heavy,1898.2117,Completed,2022-07-18T21:53:01.464,2022-07-18T23:50:01.454,7019.99,7019.99,6563.001,6563.001,14900.9057,9900,8195,0,55000,35000,2022-07-18T21:49:42.152092,19/07/2022,08:49:42,Tue,19/07/2022 08:49:42,ID,Denpasar,SG,Singapore,U,DPS,SIN
c991a1c4-fbbe-49d7-ac32-c1aba411a90d,ANA5807,NH5807,RJAA,RCTP,RCNN,TETRA8 SZE V17 CBE Y121 LABEL Y50 KOSHI A1 DRAKE DRAK1A,Boeing 777-300ER All Nippon Airways,CS_B777-300ER_GE115B,JA787A,B77W,Heavy,2361.62685,Completed,2022-05-19T20:56:39.236,2022-05-20T00:21:12.234,12272.998,12272.998,11892,11892,23197.3868,12600,11500,0,41000,35000,2022-05-19T20:48:23.768303,20/05/2022,07:48:23,Fri,20/05/2022 07:48:23,JP,Narita,TW,Taoyuan (Dayuan),W,NRT,TPE
1d349b79-d5cd-434b-a990-9a161a9ec1ad,ANZ104,NZ104,NZAA,YSSY,YSCB,OSRA1P MADEP N774 MARLN MARLN5,Airbus A321Neo Air New Zealand2,aircrafta321neopw,ZK-NNA,A21N,Medium,2259.74479,Completed,2022-10-16T20:07:29.817,2022-10-16T23:22:33.816,11703.999,11703.999,11158.002,11158.002,6493.6834,13500,11532,164,4100,36000,2022-10-16T20:04:27.287225,17/10/2022,07:04:27,Mon,17/10/2022 07:04:27,NZ,Auckland,AU,Sydney,H,AKL,SYD
5cf91c61-cfb2-4932-9ef7-0d12c0cb1d73,ANA74,NH074,ROAH,RPLL,RPLC,NHC4SW LAFTY DCT MAMIK A582 KANDU DCT,Airbus A321Neo All Nippon Airways,aircrafta321neopw,JA131A,A21N,Medium,1569.43739,Completed,2022-08-26T21:46:00.383,2022-08-26T23:32:34.383,6394,6394,5858.001,5858.001,4735.2682,9300,7249,0,15500,36000,2022-08-26T21:42:50.6485,27/08/2022,08:42:50,Sat,27/08/2022 08:42:50,JP,Naha,PH,Manila,W,OKA,MNL
85b4eee0-d6f7-40d1-a0e5-bb8bf0772dc6,ASA570,AS570,KSEA,PANC,PAEN,BANGR9 ARRIE DCT FOCHE DCT PRYCE DCT BKA DCT LAIRE DCT JOH WITTI4,Airbus A321Neo Alaska Airlines2,A321neoLEAP,N928VA,A21N,Medium,2397.84273,Completed,2022-10-15T20:22:12.971,2022-10-15T22:42:30.971,8418,8418,7989.006,7989.006,6188.7395,13800,11350,164,4100,36000,2022-10-15T20:20:02.56471,16/10/2022,07:20:02,Sun,16/10/2022 07:20:02,US,Seattle,US,Anchorage,F,SEA,ANC
7cea8589-b684-43a9-a172-2353875a6083,GTI718,5Y718,VHHH,RPLL,RPLC,OCEA2A OCEAN V4 NOMAN A461 CAB CAB7P,Boeing 747-8F Atlas Air N856GT,Salty_B747_8i,N856GT,B748,Heavy,1273.375,Completed,2022-08-23T02:03:02.981,2022-08-23T03:50:22.979,6439.998,6439.998,5859.001,5859.001,16201.7151,7200,5994,280,26985,36000,2022-08-23T02:03:04.00811,23/08/2022,13:03:04,Tue,23/08/2022 13:03:04,HK,Islands,PH,Manila,U,HKG,MNL
25213caa-c60b-4771-941c-3c1f7a4824d2,QFA811,QF811,YPPH,WADD,WADL,AVNEX3 AVNEX Y15 ESDEG Q587 METUM R592 GIWOT DCT JALAK JALA3C,Salty Boeing 747-8i Qantas VH-OEJ,Salty_B747_8i,VH-OEJ,B748,Heavy,2695.61909,Completed,2022-07-14T22:52:20.45,2022-07-15T02:14:34.438,12133.988,12133.988,11693.999,11693.999,33115.5823,13200,11423,0,74700,36000,2022-07-14T22:50:27.147657,15/07/2022,09:50:27,Fri,15/07/2022 09:50:27,AU,Perth,ID,Denpasar,H,PER,DPS
9aa24d15-8a5d-4051-b10e-be1fd7be1821,N891SB,None,KIAD,CYYZ,CYTR,JERES2 JERES J220 SFK DCT WOZEE LINNG3,Boeing 787-10 United Airlines,Asobo_B787_10, ,B78X,Heavy,688.333069,Completed,2022-05-14T19:19:21.818,2022-05-14T20:19:53.807,3631.989,3631.989,3173.001,3173.001,4779.22485,5400,3533,0,40000,38000,2022-05-14T19:16:56.607502,15/05/2022,06:16:56,Sun,15/05/2022 06:16:56,US,Dulles,CA,Toronto,F,IAD,YYZ
7408d2e1-78f8-4708-a26d-786d79e38c44,THY83K,TK83K,OKBK,LTFM,LTBZ,RALK3E RALKA G795 TASMI UL602 ALPET L718 KABAN UL718 ULSAB UG8 GEM UT32 BUK UA4 ERSEN ERSE1A,Airbus A321neo Turkish Airlines,aircrafta321neopw,THY,A21N,Medium,2527.20976,Completed,2023-02-12T04:41:08.074,2023-02-12T07:14:56.073,9227.999,9227.999,8674.001,8674.001,6412.59983,13500,12096,188,7700,35000,2023-02-12T04:35:53.344344,12/02/2023,15:35:53,Sun,12/02/2023 15:35:53,KW,Kuwait City,TR,"Arnavutköy, Istanbul",H,KWI,IST
8bed61e8-e16d-4032-88b6-09a8b8d434ec,DAL378,DL378,KATL,KORD,KDTW,VARNM2 GLAZR Q118 HEVAN DCT BONNT VEECK5,Airbus A321Neo Delta Airlines,aircrafta321neopw,N501DA,A21N,Medium,1071.7635,Completed,2022-10-12T20:11:54.071,2022-10-12T21:45:32.053,5617.982,5617.982,5138.001,5138.001,2889.37857,7500,6041,164,4100,36000,2022-10-12T20:09:16.700841,13/10/2022,07:09:16,Thu,13/10/2022 07:09:16,US,Atlanta,US,Chicago,M,ATL,ORD
8f9c2876-5a36-4504-9d0f-9e94b065aed8,TGW194,TR194,WSSS,WARR,WADD,VENI1E SURGA M635 SUMDI SUMD1J,Airbus A321neo Scoot 9V-NCA - PW,aircrafta321neopw,9V-NCA,A21N,Medium,1564.20055,Completed,2023-04-11T23:01:20.35,2023-04-12T01:13:24.349,7923.999,7923.999,7495.001,7495.001,4073.31489,9000,7668,199,7634,37000,2023-04-11T22:56:13.465771,12/04/2023,09:56:13,Wed,12/04/2023 09:56:13,SG,Singapore,ID,Surabaya,U,SIN,SUB
443726d6-c132-437f-a126-6c02a895ca4b,BTK3812,ID3812,WATO,WIII,WIPP,DCT PADAR DCT NMA W42 MUBOT W43 SBR T2 KALUT T6 KURUS KURU2G,FBW Batik Air PK-BDF,FlyByWire_A320_NEO,PK-BDF,A20N,Medium,1525.78067,Completed,2023-04-05T22:31:37.766,2023-04-06T00:30:03.764,7105.998,7105.998,6763.999,6763.999,4209.3836,9600,7282,151,7267,35000,2023-04-05T22:28:43.647589,06/04/2023,09:28:43,Thu,06/04/2023 09:28:43,ID,Labuan Bajo,ID,Jakarta,W,LBJ,CGK
d2c45071-d668-4598-8a60-8a246aad0a50,AXM722,AK722,WBKK,WBGG,WBGR,SUKU1F VLB G460 BRU G580 PILAX KIK1A,Airbus A320 AirAsia,FlyByWire_A320_NEO, ,A20N,Medium,836.190165,Completed,2022-09-06T03:47:59.622,2022-09-06T05:02:29.622,4470,4470,4045.999,4045.999,2522.35789,6600,4227,141,8159,36000,2022-09-06T03:36:04.457978,06/09/2022,14:36:04,Tue,06/09/2022 14:36:04,MY,Kota Kinabalu,MY,Kuching,U,BKI,KCH
a8555473-19ae-42cc-8fca-ba0763553ec6,SIA784,SQ784,WSSS,VTSP,VTST,AROS4F AROSO Y339 GEMAS B466 SUKAT A457 VPG Y351 DUBAX R325 URGAD URGA1D,PMDG 737-800 Singapore Airlines [9V-MGA],PMDG 737-800,9V-MGA,B737,Medium,1103.36438,Completed,2022-08-27T06:57:48.805,2022-08-27T08:39:47.805,6119,6119,5549,5549,4389.41915,7200,5370,140,7493,36000,2022-08-27T06:53:50.462912,27/08/2022,17:53:50,Sat,27/08/2022 17:53:50,SG,Singapore,TH,Phuket,W,SIN,HKT
ceb52ffc-87df-465a-9ad8-f3ad6f3c4d6e,QFA855,QF885,NZAA,YSSY,YSCB,BATO3Q MADEP N774 MARLN MARLN5,Airbus A320 Neo Qantas Airways,FlyByWire_A320_NEO,-,A20N,Medium,2243.49786,Completed,2022-09-09T20:15:07.297,2022-09-09T23:30:17.296,11709.999,11709.999,10993.001,10993.001,6260.57009,13500,11513,148,5692,36000,2022-09-09T20:10:45.727234,10/09/2022,07:10:45,Sat,10/09/2022 07:10:45,NZ,Auckland,AU,Sydney,W,AKL,SYD
65112a91-f522-4e64-a056-845d33f40404,CEB237,5J237,RPLL,WSSS,WSAP,BUCA2R BUCAL M646 TOKON M767 TOMAN DCT KARTO DCT,Airbus A330-900neo Cebu Pacific,Headwind_A330neo,RP-C3900,A339,Heavy,2537.57811,Completed,2023-03-27T22:01:25.72,2023-03-28T01:13:35.72,11522.0174,11522.0174,10878.0184,10878.0184,16824.0148,13200,11268,326,22520,38000,2023-03-27T21:59:29.065678,28/03/2023,08:59:29,Tue,28/03/2023 08:59:29,PH,Manila,SG,Singapore,U,MNL,SIN
64ea0800-8bb8-4753-97a1-44cc03aca3d3,SIA871,SQ871,WIII,WSSS,WMKK,DOLT2A DOLTA G579 REPOV REPO1B,Boeing 787-10 Singapore Airlines,Asobo_B787_10,9V-SCC,B78X,Heavy,929.725173,Completed,2022-08-01T12:14:26.205,2022-08-01T13:36:43.206,4937.001,4937.001,4333,4333,6232.05733,6600,4893,0,53000,37000,2022-08-01T12:10:05.327767,01/08/2022,23:10:05,Mon,01/08/2022 23:10:05,ID,Jakarta,SG,Singapore,U,CGK,SIN
454d9d35-630e-4c37-9039-61f61ab0b0c3,IAF728,None,WAMM,WAWJ,WAAA,GONT1D GONTA W51 PAL DCT,PMDG 737-800 Indonesia Air Force (A-7308 | 2016),PMDG 737-800,A-7308,B738,Medium,907.861646,Completed,2023-03-12T07:22:00.139,2023-03-12T08:58:52.128,4853.87201,4853.87201,4472.89488,4472.89488,3590.37082,6300,4918,90,5245,38000,2023-03-12T07:17:38.822856,12/03/2023,18:17:38,Sun,12/03/2023 18:17:38,ID,Manado,ID,Mamuju,F,MDC,MJU
a8c26a2a-39ef-48fe-8660-adc12df08ff5,GIA412,GA412,WADD,WIII,WIPP,DCT SBR M766 MADIN W16 KIDET DCT,PMDG 737-800 Garuda Indonesia (PK-GFQ),PMDG 737-800,PK-GFQ,B738,Medium,1091.26546,Completed,2022-09-29T03:03:04.111,2022-09-29T04:40:13.101,5828.99,5828.99,5187,5187,4414.423,7200,5659,154,5842,36000,2022-09-29T02:59:26.45567,29/09/2022,13:59:26,Thu,29/09/2022 13:59:26,ID,Denpasar,ID,Jakarta,M,DPS,CGK
276a6dad-9458-426e-92f3-bedb7891d4b8,FAF210,,LFBO,EIDW,EGLL,LACO5Q LACOU DCT CHALA DCT CNA DCT MANAK DCT MUREL DCT SALCO UN864 BHD N26 STU M17 VATRY VATR1Z,Airbus A321neo France Air Force ET 3/60 Esterel 2020,aircrafta321neolrLEAP,F-UJCB,A21N,Medium,1341.37777,Completed,2023-03-11T09:36:46.037,2023-03-11T11:49:34.023,7951.99687,7951.99687,7396.00987,7396.00987,3995.74599,8400,7381,160,7000,37000,2023-03-11T09:32:04.039826,11/03/2023,20:32:04,Sat,11/03/2023 20:32:04,FR,Toulouse/Blagnac,IE,Dublin,F,TLS,DUB
0168760b-2109-492b-beb9-04b145ca5072,EVA184,BR184,RCTP,VVTS,VVCR,CHAL1A CHALI T5 PARPA A577 KABAM N892 MESOX Q15 CRA W15 AC ANLO1A,Boeing 787-10 EVA AIR,Asobo_B787_10,B-17801,B78X,Heavy,2382.89771,Completed,2022-10-03T23:54:37.026,2022-10-04T02:45:00.015,10222.989,10222.989,9891.997,9891.997,18245.5555,12300,10716,0,52000,38000,2022-10-03T23:52:45.272581,04/10/2022,10:52:45,Tue,04/10/2022 10:52:45,TW,Taoyuan (Dayuan),VN,Ho Chi Minh City,U,TPE,SGN
ed1f79e5-dce2-471a-b4dd-1ea168e99449,AEE174,A3174,LGAV,LIRF,LIRZ,KOR1J KOR L53 IXONI UL53 KRK UL995 TIGRA DCT EKTOL DCT TEA DCT SIPRO Z803 LAT LAT3B,Airbus A321Neo Aegean Airlines PW,aircrafta321neopw,SX-NAA,A21N,Medium,1287.56888,Completed,2022-09-10T05:00:01.603,2022-09-10T06:50:02.602,6600.999,6600.999,6196,6196,4328.67548,8100,6584,0,15000,36000,2022-09-10T04:56:04.090714,10/09/2022,15:56:04,Sat,10/09/2022 15:56:04,GR,Athens,IT,Rome,W,ATH,FCO
1964920a-66b5-4452-9606-0997727a6a73,9HAVK,None,RJGG,ROAH,RODN,ISE3 KEC Y12 LAXEL Y52 TONAR Y525 IHEYA IHEYAN,Airbus A320 Neo Comlux Aviation FBW NX,FlyByWire_A320_NEO,9H-AVK,A20N,Medium,1519.22419,Completed,2022-07-29T21:29:16.194,2022-07-29T23:39:03.194,7787,7787,7272.001,7272.001,3860.94789,9000,6635,62,7547,37000,2022-07-29T21:29:18.486105,30/07/2022,08:29:18,Sat,30/07/2022 08:29:18,JP,Tokoname,JP,Naha,W,NGO,OKA
dd91172f-38fc-4936-9991-432c302297c9,DAL346,DL346,KBOS,KORD,KIND,HYLND6 HYLND DCT CAM Q822 FNT WYNDE2,Airbus A321neo Delta (N521DT),aircrafta321neopw,N521DT,A21N,Medium,1549.15088,Completed,2023-04-09T23:04:09.108,2023-04-10T01:12:38.107,7708.999,7708.999,7254,7254,3822.77147,9600,8040,201,7476,36000,2023-04-09T22:58:51.159657,10/04/2023,09:58:51,Mon,10/04/2023 09:58:51,US,Boston,US,Chicago,U,BOS,ORD
